,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
250,17, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, M,0,0,48, Mexico, lowerCase
251,30, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, M,0,0,40, United-States, lowerCase
252,49, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, M,0,0,60, United-States, lowerCase
253,19, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, M,0,0,30, Haiti, lowerCase
254,45, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, M,0,0,40, United-States, lowerCase
255,26, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, M,0,0,40, United-States, lowerCase
256,38, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, M,7298,0,40, United-States, upperCase
257,36, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, M,7298,0,40, United-States, upperCase
258,22, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, F,0,0,40, United-States, lowerCase
259,43, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, M,0,0,42, United-States, lowerCase
261,56, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, M,0,0,25, Iran, lowerCase
262,31, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, M,0,0,25, United-States, lowerCase
263,33, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
264,26, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,40, United-States, lowerCase
265,33, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
266,38, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, upperCase
267,40, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, upperCase
268,42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,35, United-States, lowerCase
269,26, Self-emp-not-inc,117125, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, Portugal, lowerCase
270,36, Private,348022, 10th,6, Married-civ-spouse, Other-service, Wife, White, F,0,0,24, United-States, lowerCase
271,62, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
272,43, Private,180609, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,45, United-States, lowerCase
273,43, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, M,0,1564,45, United-States, upperCase
274,28, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
275,56, Self-emp-not-inc,183081, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,45, United-States, lowerCase
276,22, Private,362589, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, F,0,0,15, United-States, lowerCase
277,57, Private,212448, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, F,0,0,45, United-States, upperCase
278,39, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, F,0,0,40, United-States, lowerCase
279,26, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, F,0,0,15, United-States, lowerCase
280,17, Private,89821, 11th,7, Never-married, Other-service, Own-child, White, M,0,0,10, United-States, lowerCase
281,45, Private,256649, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, M,0,0,40, United-States, lowerCase
282,44, Private,160323, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, M,0,0,40, United-States, lowerCase
283,20, Local-gov,350845, Some-college,10, Never-married, Adm-clerical, Own-child, White, F,0,0,10, United-States, lowerCase
284,33, Private,267404, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, F,0,0,40, United-States, lowerCase
285,23, Private,35633, Some-college,10, Never-married, Sales, Not-in-family, White, M,0,0,40, United-States, lowerCase
286,46, Self-emp-not-inc,80914, Masters,14, Divorced, Exec-managerial, Not-in-family, White, M,0,0,30, United-States, lowerCase
287,38, Private,172927, HS-grad,9, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, lowerCase
288,54, Private,174319, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, M,0,0,40, United-States, lowerCase
289,46, Private,214955, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, F,0,2339,45, United-States, lowerCase
290,25, Private,344991, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
291,46, Private,108699, Some-college,10, Divorced, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
292,36, Local-gov,117312, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, F,0,0,40, United-States, lowerCase
293,23, Private,396099, HS-grad,9, Never-married, Other-service, Not-in-family, White, F,0,0,25, United-States, lowerCase
294,29, Private,134152, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, M,0,0,40, United-States, lowerCase
295,44, Private,162028, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,2415,6, United-States, upperCase
296,19, Private,25429, Some-college,10, Never-married, Adm-clerical, Own-child, White, F,0,0,16, United-States, lowerCase
297,19, Private,232392, HS-grad,9, Never-married, Other-service, Other-relative, White, F,0,0,40, United-States, lowerCase
298,35, Private,220098, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, F,0,0,40, United-States, upperCase
299,46, Self-emp-not-inc,277946, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, M,0,0,40, United-States, lowerCase
301,34, Private,196164, HS-grad,9, Never-married, Other-service, Not-in-family, White, F,0,0,35, United-States, lowerCase
302,44, Private,115562, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, lowerCase
304,25, Private,86872, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, upperCase
305,20, Private,416103, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, M,0,0,40, United-States, lowerCase
306,28, Private,108574, Some-college,10, Never-married, Other-service, Not-in-family, White, F,0,0,40, United-States, lowerCase
307,50, State-gov,288353, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,40, United-States, upperCase
308,34, Private,227689, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, F,0,0,64, United-States, lowerCase
309,28, Private,166481, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, M,0,2179,40, Puerto-Rico, lowerCase
310,41, Private,445382, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1977,65, United-States, upperCase
311,28, Private,110145, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, lowerCase
312,33, Private,118500, Some-college,10, Divorced, Exec-managerial, Unmarried, White, F,0,0,40, United-States, lowerCase
313,46, Private,188386, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, M,15024,0,60, United-States, upperCase
314,35, Private,92440, 12th,8, Divorced, Craft-repair, Not-in-family, White, M,0,0,50, United-States, upperCase
315,52, Private,190762, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, Mexico, lowerCase
316,30, Private,426017, 11th,7, Never-married, Other-service, Own-child, White, F,0,0,19, United-States, lowerCase
317,34, Local-gov,243867, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, M,0,0,40, United-States, lowerCase
318,34, State-gov,240283, HS-grad,9, Divorced, Transport-moving, Unmarried, White, F,0,0,40, United-States, lowerCase
319,20, Private,61777, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,30, United-States, lowerCase
320,17, Private,175024, 11th,7, Never-married, Handlers-cleaners, Own-child, White, M,2176,0,18, United-States, lowerCase
321,32, State-gov,92003, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, F,0,0,40, United-States, upperCase
322,29, Private,188401, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, M,0,0,40, United-States, lowerCase
323,33, Private,228528, 10th,6, Never-married, Craft-repair, Unmarried, White, F,0,0,35, United-States, lowerCase
324,25, Private,133373, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,60, United-States, lowerCase
325,36, Federal-gov,255191, Masters,14, Never-married, Prof-specialty, Not-in-family, White, M,0,1408,40, United-States, lowerCase
326,23, Private,204653, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, M,0,0,72, Dominican-Republic, lowerCase
327,63, Self-emp-inc,222289, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, upperCase
328,47, Local-gov,287480, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
331,40, Self-emp-not-inc,204116, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, F,2174,0,40, United-States, lowerCase
332,30, Private,29662, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, F,0,0,25, United-States, upperCase
333,27, Private,116358, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, M,0,1980,40, Philippines, lowerCase
334,33, Private,208405, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,50, United-States, upperCase
335,34, Local-gov,284843, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, M,594,0,60, United-States, lowerCase
336,34, Local-gov,117018, Some-college,10, Never-married, Protective-serv, Not-in-family, White, F,0,0,40, United-States, lowerCase
337,23, Private,81281, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,40, United-States, lowerCase
338,42, Local-gov,340148, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,40, United-States, lowerCase
339,29, Private,363425, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, M,0,0,40, United-States, lowerCase
340,45, Private,45857, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, F,0,0,28, United-States, lowerCase
341,24, Federal-gov,191073, HS-grad,9, Never-married, Armed-Forces, Own-child, White, M,0,0,40, United-States, lowerCase
342,44, Private,116632, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
343,20, Private,298227, Some-college,10, Never-married, Sales, Not-in-family, White, M,0,0,35, United-States, lowerCase
344,44, Private,290521, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, F,0,0,40, United-States, lowerCase
345,51, Private,56915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, M,0,0,40, United-States, lowerCase
347,19, Private,206399, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, F,0,0,40, United-States, lowerCase
348,45, Self-emp-inc,197332, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,55, United-States, upperCase
349,60, Private,245062, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
351,44, Self-emp-not-inc,234885, HS-grad,9, Married-civ-spouse, Sales, Wife, White, F,0,0,40, United-States, upperCase
352,40, Private,72887, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, M,0,0,40, United-States, upperCase
353,30, Private,180374, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, F,0,0,40, United-States, lowerCase
354,23, Private,54012, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,60, United-States, lowerCase
356,44, Private,116632, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, M,0,0,40, United-States, lowerCase
357,54, Local-gov,288825, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, M,0,0,40, United-States, lowerCase
358,24, Private,170070, Bachelors,13, Never-married, Tech-support, Not-in-family, White, F,0,0,20, United-States, lowerCase
359,37, Private,126708, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,60, United-States, lowerCase
360,52, Private,35598, HS-grad,9, Divorced, Transport-moving, Unmarried, White, M,0,0,40, United-States, lowerCase
361,38, Private,33983, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
362,49, Private,192776, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1977,45, United-States, upperCase
363,30, Private,118551, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, F,0,0,16, United-States, upperCase
364,60, Private,201965, Some-college,10, Never-married, Prof-specialty, Unmarried, White, M,0,0,40, United-States, upperCase
366,35, Private,285020, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, M,0,0,40, United-States, lowerCase
367,67, Private,49401, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, F,0,0,24, United-States, lowerCase
368,46, Private,279196, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, F,0,0,40, United-States, lowerCase
369,17, Private,211870, 9th,5, Never-married, Other-service, Not-in-family, White, M,0,0,6, United-States, lowerCase
370,27, Private,161155, 10th,6, Never-married, Other-service, Not-in-family, White, M,0,0,40, United-States, lowerCase
371,23, Private,197904, HS-grad,9, Never-married, Other-service, Unmarried, White, F,0,0,35, United-States, lowerCase
372,41, Private,193626, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, F,0,0,40, United-States, lowerCase
373,25, Private,189775, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, F,0,0,20, United-States, lowerCase
374,59, Local-gov,286967, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,45, United-States, lowerCase
375,45, Local-gov,164427, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, F,0,0,40, United-States, lowerCase
376,38, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,15024,0,60, United-States, upperCase
377,40, Private,347934, HS-grad,9, Never-married, Other-service, Not-in-family, White, F,0,0,35, United-States, lowerCase
378,46, Federal-gov,371373, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, M,0,0,40, United-States, lowerCase
379,35, Private,32220, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, F,0,0,60, United-States, lowerCase
380,34, Private,187251, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, F,0,0,25, United-States, lowerCase
381,33, Private,178107, Bachelors,13, Never-married, Craft-repair, Own-child, White, M,0,0,20, United-States, lowerCase
382,41, Private,343121, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, F,0,0,36, United-States, lowerCase
383,23, Private,403107, 5th-6th,3, Never-married, Other-service, Own-child, White, M,0,0,40, El-Salvador, lowerCase
384,26, Private,64293, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, F,0,0,35, United-States, lowerCase
386,23, Local-gov,324960, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, M,0,0,40, Poland, lowerCase
387,62, Local-gov,114060, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
388,58, Private,180980, Some-college,10, Divorced, Other-service, Unmarried, White, F,0,0,42, France, lowerCase
389,25, Private,181054, Bachelors,13, Never-married, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
390,43, Private,112131, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
391,39, Private,91996, HS-grad,9, Divorced, Other-service, Unmarried, White, F,0,0,40, United-States, lowerCase
392,49, Private,141944, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, M,0,1380,42, United-States, lowerCase
